id,message,Communication,Electricity,Food,Infrastructure,Medical,Not Related,Rescue,Sanitation & Hygiene,Shelter,Transportation,Water
24141,"Power lines down, no electricity in the area! Airport shut down, supplies not reaching us! No radio signals, emergency response affected!",1,1,0,0,0,0,0,0,0,1,0
24142,"Our house was destroyed, need shelter urgently! No soap or clean water, people getting sick! Running out of clean water, people are dehydrated!",0,0,0,0,0,0,0,1,1,0,1
24143,"Generators running out of fuel, shelters in darkness! Families with children need safe shelters! Roads blocked, can't transport food and aid! Internet failure, can't reach authorities!",1,1,0,0,0,0,0,0,1,1,0
24144,"Bridge collapsed, need alternative routes! Water pipelines broken, supply disrupted!",0,0,0,1,0,0,0,0,0,1,0
24145,"Airport shut down, supplies not reaching us! Need satellite phones for coordination! No power for days, need electricity restoration!",1,1,0,0,0,0,0,0,0,1,0
24146,"Airport shut down, supplies not reaching us! Running out of clean water, people are dehydrated! Power lines down, no electricity in the area! Internet failure, can't reach authorities!",1,1,0,0,0,0,0,0,0,1,1
24149,"Garbage piling up, need sanitation workers now! Ambulance stuck, need assistance clearing roads! Emergency responders can't charge equipment, need electricity!",0,1,0,0,0,0,0,1,0,1,0
24152,"Running out of clean water, people are dehydrated! Hygiene kits needed to prevent disease spread! Bridges collapsed, can't access affected areas! No place to stay, sleeping outside in the cold!",0,0,0,1,0,0,0,1,1,0,1
24154,"Need satellite phones for coordination! Roads destroyed, blocking aid transport! Ambulance stuck, need assistance clearing roads! Power lines down, no electricity in the area!",1,1,0,1,0,0,0,0,0,1,0
24155,"Garbage piling up, need sanitation workers now! No place to stay, sleeping outside in the cold!",0,0,0,0,0,0,0,1,1,0,0
24162,"Bridges collapsed, can't access affected areas! Floodwaters rising, we need evacuation now! Urgent need for antibiotics and painkillers!",0,0,0,1,1,0,1,0,0,0,0
24164,"Families with children need safe shelters! Buildings unstable, engineers needed for inspection! Bridge collapsed, need alternative routes!",0,0,0,1,0,0,0,0,1,1,0
24169,"Ambulance stuck, need assistance clearing roads! Sewage leaking, risk of outbreak! Floodwaters rising, we need evacuation now!",0,0,0,0,0,0,1,1,0,1,0
24170,"Sewage leaking, risk of outbreak! Evacuation centers are full, more shelter required! Water pipelines broken, supply disrupted!",0,0,0,1,0,0,0,1,1,0,0
24172,"Medical aid needed, many are injured! Public buildings damaged, unsafe for use!",0,0,0,1,1,0,0,0,0,0,0
24174,"Need satellite phones for coordination! Public buildings damaged, unsafe for use! No soap or clean water, people getting sick! Water supply cut off, no drinking water available!",1,0,0,1,0,0,0,1,0,0,1
24175,"Hospital overcrowded, need more medical staff! Urgent: Clean water required for survival! Floodwaters rising, we need evacuation now!",0,0,0,0,1,0,1,0,0,0,1
24176,"Hospitals need power backup immediately! Roads blocked, can't transport food and aid! Urgent: Clean water required for survival! Hunger crisis here, send food packages urgently!",0,1,1,0,0,0,0,0,0,1,1
24180,"Urgent: Clean water required for survival! Airport shut down, supplies not reaching us! Urgent need for antibiotics and painkillers! Power lines down, no electricity in the area!",0,1,0,0,1,0,0,0,0,1,1
24183,"No place to stay, sleeping outside in the cold! Medical aid needed, many are injured! Bridges collapsed, can't access affected areas!",0,0,0,1,1,0,0,0,1,0,0
24184,"Water supply cut off, no drinking water available! Internet failure, can't reach authorities! Sewage leaking, risk of outbreak!",1,0,0,0,0,0,0,1,0,0,1
24185,"Hospital overcrowded, need more medical staff! We have no food left, please send supplies! Elderly and disabled stuck, urgent rescue help required!",0,0,1,0,1,0,1,0,0,0,0
24193,"Hunger crisis here, send food packages urgently! Evacuation centers are full, more shelter required! Garbage piling up, need sanitation workers now!",0,0,1,0,0,0,0,1,1,0,0
24194,"A building collapsed, people are inside! We have no food left, please send supplies! No soap or clean water, people getting sick!",0,0,1,0,0,0,1,1,0,0,0
24195,"A building collapsed, people are inside! People with chronic illnesses need immediate medication! No soap or clean water, people getting sick!",0,0,0,0,1,0,1,1,0,0,0
24199,"Airport shut down, supplies not reaching us! No place to stay, sleeping outside in the cold! We need canned food, baby formula, and clean drinking water!",0,0,1,0,0,0,0,0,1,1,0
24200,"Roads blocked, can't transport food and aid! We have no food left, please send supplies! Roads destroyed, blocking aid transport! We need bottled water and filtration kits!",0,0,1,1,0,0,0,0,0,1,1
24203,"Power lines down, no electricity in the area! No soap or clean water, people getting sick! Urgent need for antibiotics and painkillers! Urgent: Clean water required for survival!",0,1,0,0,1,0,0,1,0,0,1
24204,"Hunger crisis here, send food packages urgently! Roads blocked, can't transport food and aid! We need bottled water and filtration kits! Sewage leaking, risk of outbreak!",0,0,1,0,0,0,0,1,0,1,1
24206,"Need satellite phones for coordination! Airport shut down, supplies not reaching us! Elderly and disabled stuck, urgent rescue help required!",1,0,0,0,0,0,1,0,0,1,0
24212,"A building collapsed, people are inside! People with chronic illnesses need immediate medication! Water pipelines broken, supply disrupted! Airport shut down, supplies not reaching us!",0,0,0,1,1,0,1,0,0,1,0
24213,"We need tents and blankets, it's freezing! Food distribution center is empty, need immediate assistance! Generators running out of fuel, shelters in darkness!",0,1,1,0,0,0,0,0,1,0,0
24217,"Water supply cut off, no drinking water available! Need satellite phones for coordination! Medical aid needed, many are injured!",1,0,0,0,1,0,0,0,0,0,1
24220,"Medical aid needed, many are injured! Ambulance stuck, need assistance clearing roads! Families are starving, emergency food needed!",0,0,1,0,1,0,0,0,0,1,0
24221,"No power for days, need electricity restoration! We need tents and blankets, it's freezing! Buildings unstable, engineers needed for inspection!",0,1,0,1,0,0,0,0,1,0,0
24222,"We need tents and blankets, it's freezing! Buildings unstable, engineers needed for inspection! Phone networks down, no way to call for help! Hygiene kits needed to prevent disease spread!",1,0,0,1,0,0,0,1,1,0,0
24223,"Food distribution center is empty, need immediate assistance! Families with children need safe shelters! People are trapped, rescue teams needed! No toilets, sanitation crisis happening!",0,0,1,0,0,0,1,1,1,0,0
24226,"We have no food left, please send supplies! Helicopter rescue required, no way to escape! Lost contact with loved ones, any updates?",1,0,1,0,0,0,1,0,0,0,0
24227,"Internet failure, can't reach authorities! Elderly and disabled stuck, urgent rescue help required! Hospital overcrowded, need more medical staff!",1,0,0,0,1,0,1,0,0,0,0
24228,"No toilets, sanitation crisis happening! Helicopter rescue required, no way to escape! Bridges collapsed, can't access affected areas!",0,0,0,1,0,0,1,1,0,0,0
24231,"No toilets, sanitation crisis happening! Bridges collapsed, can't access affected areas! Need satellite phones for coordination! Our house was destroyed, need shelter urgently!",1,0,0,1,0,0,0,1,1,0,0
24232,"Water supply cut off, no drinking water available! Ambulance stuck, need assistance clearing roads! Internet failure, can't reach authorities!",1,0,0,0,0,0,0,0,0,1,1
24234,"Medical aid needed, many are injured! A building collapsed, people are inside! We have no food left, please send supplies! Running out of clean water, people are dehydrated!",0,0,1,0,1,0,1,0,0,0,1
24236,"Families are starving, emergency food needed! A building collapsed, people are inside! Buildings unstable, engineers needed for inspection! Power lines down, no electricity in the area!",0,1,1,1,0,0,1,0,0,0,0
24237,"Medical aid needed, many are injured! Bridge collapsed, need alternative routes! Public buildings damaged, unsafe for use!",0,0,0,1,1,0,0,0,0,1,0
24238,"No soap or clean water, people getting sick! Lost contact with loved ones, any updates?",1,0,0,0,0,0,0,1,0,0,0
24243,"We need tents and blankets, it's freezing! People with chronic illnesses need immediate medication! Sewage leaking, risk of outbreak! Internet failure, can't reach authorities!",1,0,0,0,1,0,0,1,1,0,0
24246,"Helicopter rescue required, no way to escape! Airport shut down, supplies not reaching us! We need canned food, baby formula, and clean drinking water!",0,0,1,0,0,0,1,0,0,1,0
24247,"Helicopter rescue required, no way to escape! Hygiene kits needed to prevent disease spread! Urgent need for antibiotics and painkillers!",0,0,0,0,1,0,1,1,0,0,0
24248,"Ambulance stuck, need assistance clearing roads! Hygiene kits needed to prevent disease spread! We need bottled water and filtration kits!",0,0,0,0,0,0,0,1,0,1,1
24250,"No doctors or first aid available, please help! We need bottled water and filtration kits! Generators running out of fuel, shelters in darkness! We need canned food, baby formula, and clean drinking water!",0,1,1,0,1,0,0,0,0,0,1
24251,"Hunger crisis here, send food packages urgently! Our house was destroyed, need shelter urgently! Hygiene kits needed to prevent disease spread! No doctors or first aid available, please help!",0,0,1,0,1,0,0,1,1,0,0
24254,"Need satellite phones for coordination! People are trapped, rescue teams needed! Floodwaters contaminated our water supply, need purification!",1,0,0,0,0,0,1,0,0,0,1
24258,"Roads destroyed, blocking aid transport! People are trapped, rescue teams needed! Running out of clean water, people are dehydrated!",0,0,0,1,0,0,1,0,0,0,1
24259,"Public buildings damaged, unsafe for use! No soap or clean water, people getting sick! Elderly and disabled stuck, urgent rescue help required! Lost contact with loved ones, any updates?",1,0,0,1,0,0,1,1,0,0,0
24260,"Families with children need safe shelters! Roads blocked, can't transport food and aid! Internet failure, can't reach authorities!",1,0,0,0,0,0,0,0,1,1,0
24263,"Lost contact with loved ones, any updates? Running out of clean water, people are dehydrated! Evacuation centers are full, more shelter required! Floodwaters rising, we need evacuation now!",1,0,0,0,0,0,1,0,1,0,1
24264,"We have no food left, please send supplies! Floodwaters rising, we need evacuation now! Phone networks down, no way to call for help!",1,0,1,0,0,0,1,0,0,0,0
24266,"Sewage leaking, risk of outbreak! Need satellite phones for coordination! Urgent: Clean water required for survival!",1,0,0,0,0,0,0,1,0,0,1
24268,"Evacuation centers are full, more shelter required! We need bottled water and filtration kits! People with chronic illnesses need immediate medication! Hygiene kits needed to prevent disease spread!",0,0,0,0,1,0,0,1,1,0,1
24269,"Elderly and disabled stuck, urgent rescue help required! Need satellite phones for coordination! People with chronic illnesses need immediate medication!",1,0,0,0,1,0,1,0,0,0,0
24270,"Airport shut down, supplies not reaching us! Public buildings damaged, unsafe for use! Lost contact with loved ones, any updates? Elderly and disabled stuck, urgent rescue help required!",1,0,0,1,0,0,1,0,0,1,0
24271,"Urgent: Clean water required for survival! Bridges collapsed, can't access affected areas! People are trapped, rescue teams needed!",0,0,0,1,0,0,1,0,0,0,1
24272,"Phone networks down, no way to call for help! People with chronic illnesses need immediate medication! Families are starving, emergency food needed!",1,0,1,0,1,0,0,0,0,0,0
24273,"Food distribution center is empty, need immediate assistance! Phone networks down, no way to call for help!",1,0,1,0,0,0,0,0,0,0,0
24275,"Roads destroyed, blocking aid transport! We need tents and blankets, it's freezing! Hygiene kits needed to prevent disease spread!",0,0,0,1,0,0,0,1,1,0,0
24276,"Garbage piling up, need sanitation workers now! Hospitals need power backup immediately! No radio signals, emergency response affected!",1,1,0,0,0,0,0,1,0,0,0
24277,"Public buildings damaged, unsafe for use! Floodwaters contaminated our water supply, need purification! Helicopter rescue required, no way to escape!",0,0,0,1,0,0,1,0,0,0,1
24278,"We need tents and blankets, it's freezing! Bridges collapsed, can't access affected areas! No toilets, sanitation crisis happening! Urgent: Clean water required for survival!",0,0,0,1,0,0,0,1,1,0,1
24279,"We need tents and blankets, it's freezing! We need bottled water and filtration kits! Airport shut down, supplies not reaching us!",0,0,0,0,0,0,0,0,1,1,1
24283,"Hygiene kits needed to prevent disease spread! Families are starving, emergency food needed! Power lines down, no electricity in the area! Urgent: Clean water required for survival!",0,1,1,0,0,0,0,1,0,0,1
24285,"Urgent: Clean water required for survival! Hunger crisis here, send food packages urgently! Power lines down, no electricity in the area!",0,1,1,0,0,0,0,0,0,0,1
24287,"Running out of clean water, people are dehydrated! Buildings unstable, engineers needed for inspection! Airport shut down, supplies not reaching us! People with chronic illnesses need immediate medication!",0,0,0,1,1,0,0,0,0,1,1
24288,"Public buildings damaged, unsafe for use! Garbage piling up, need sanitation workers now! No place to stay, sleeping outside in the cold!",0,0,0,1,0,0,0,1,1,0,0
24289,"No toilets, sanitation crisis happening! Phone networks down, no way to call for help! Urgent: Clean water required for survival!",1,0,0,0,0,0,0,1,0,0,1
24290,"Need satellite phones for coordination! Roads blocked, can't transport food and aid! No place to stay, sleeping outside in the cold! We need bottled water and filtration kits!",1,0,0,0,0,0,0,0,1,1,1
24293,"We have no food left, please send supplies! Water supply cut off, no drinking water available! Hospital overcrowded, need more medical staff! Our house was destroyed, need shelter urgently!",0,0,1,0,1,0,0,0,1,0,1
24294,"Ambulance stuck, need assistance clearing roads! Garbage piling up, need sanitation workers now! Power lines down, no electricity in the area! Floodwaters contaminated our water supply, need purification!",0,1,0,0,0,0,0,1,0,1,1
24296,"Medical aid needed, many are injured! Bridge collapsed, need alternative routes! Floodwaters rising, we need evacuation now! Bridges collapsed, can't access affected areas!",0,0,0,1,1,0,1,0,0,1,0
24298,"People with chronic illnesses need immediate medication! Generators running out of fuel, shelters in darkness! Phone networks down, no way to call for help! We need canned food, baby formula, and clean drinking water!",1,1,1,0,1,0,0,0,0,0,0
24300,"Hospitals need power backup immediately! Need satellite phones for coordination! We have no food left, please send supplies! Medical aid needed, many are injured!",1,1,1,0,1,0,0,0,0,0,0
24301,"Hospital overcrowded, need more medical staff! We have no food left, please send supplies! Lost contact with loved ones, any updates? No toilets, sanitation crisis happening!",1,0,1,0,1,0,0,1,0,0,0
24304,"No way to evacuate, transport needed urgently! We have no food left, please send supplies! No soap or clean water, people getting sick! Hospitals need power backup immediately!",0,1,1,0,0,0,0,1,0,1,0
24305,"Food distribution center is empty, need immediate assistance! Airport shut down, supplies not reaching us! People with chronic illnesses need immediate medication! No toilets, sanitation crisis happening!",0,0,1,0,1,0,0,1,0,1,0
24307,"Floodwaters rising, we need evacuation now! Ambulance stuck, need assistance clearing roads! Garbage piling up, need sanitation workers now! We need tents and blankets, it's freezing!",0,0,0,0,0,0,1,1,1,1,0
24309,"People with chronic illnesses need immediate medication! No power for days, need electricity restoration! Floodwaters rising, we need evacuation now!",0,1,0,0,1,0,1,0,0,0,0
24311,"Buildings unstable, engineers needed for inspection! Phone networks down, no way to call for help! Hospitals need power backup immediately!",1,1,0,1,0,0,0,0,0,0,0
24316,"No radio signals, emergency response affected! Urgent need for antibiotics and painkillers! Public buildings damaged, unsafe for use! Garbage piling up, need sanitation workers now!",1,0,0,1,1,0,0,1,0,0,0
24317,"Medical aid needed, many are injured! Bridges collapsed, can't access affected areas! Floodwaters contaminated our water supply, need purification! Evacuation centers are full, more shelter required!",0,0,0,1,1,0,0,0,1,0,1
24320,"Urgent need for antibiotics and painkillers! No power for days, need electricity restoration! Sewage leaking, risk of outbreak! Airport shut down, supplies not reaching us!",0,1,0,0,1,0,0,1,0,1,0
24321,"Need satellite phones for coordination! No way to evacuate, transport needed urgently! Floodwaters rising, we need evacuation now! No place to stay, sleeping outside in the cold!",1,0,0,0,0,0,1,0,1,1,0
24323,"Ambulance stuck, need assistance clearing roads! People with chronic illnesses need immediate medication! Generators running out of fuel, shelters in darkness! Urgent: Clean water required for survival!",0,1,0,0,1,0,0,0,0,1,1
24324,"We need tents and blankets, it's freezing! Need satellite phones for coordination! No doctors or first aid available, please help! No soap or clean water, people getting sick!",1,0,0,0,1,0,0,1,1,0,0
24325,"Bridges collapsed, can't access affected areas! Hospitals need power backup immediately! No toilets, sanitation crisis happening!",0,1,0,1,0,0,0,1,0,0,0
24333,"Roads destroyed, blocking aid transport! Food distribution center is empty, need immediate assistance! Helicopter rescue required, no way to escape!",0,0,1,1,0,0,1,0,0,0,0
24337,"Ambulance stuck, need assistance clearing roads! Bridges collapsed, can't access affected areas! People are trapped, rescue teams needed! Internet failure, can't reach authorities!",1,0,0,1,0,0,1,0,0,1,0
24341,"Floodwaters contaminated our water supply, need purification! No doctors or first aid available, please help! Sewage leaking, risk of outbreak! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,0,1,0,0,1
24342,"Airport shut down, supplies not reaching us! Phone networks down, no way to call for help! We need canned food, baby formula, and clean drinking water! Helicopter rescue required, no way to escape!",1,0,1,0,0,0,1,0,0,1,0
24344,"Need satellite phones for coordination! No soap or clean water, people getting sick! Buildings unstable, engineers needed for inspection!",1,0,0,1,0,0,0,1,0,0,0
24345,"Emergency responders can't charge equipment, need electricity! Evacuation centers are full, more shelter required! We need bottled water and filtration kits! Water pipelines broken, supply disrupted!",0,1,0,1,0,0,0,0,1,0,1
24349,"Families are starving, emergency food needed! Urgent need for antibiotics and painkillers! We need bottled water and filtration kits! No toilets, sanitation crisis happening!",0,0,1,0,1,0,0,1,0,0,1
24350,"No power for days, need electricity restoration! Lost contact with loved ones, any updates? No way to evacuate, transport needed urgently! Floodwaters rising, we need evacuation now!",1,1,0,0,0,0,1,0,0,1,0
24351,"Water pipelines broken, supply disrupted! Urgent need for antibiotics and painkillers! No power for days, need electricity restoration! Helicopter rescue required, no way to escape!",0,1,0,1,1,0,1,0,0,0,0
24353,"Bridges collapsed, can't access affected areas! People are trapped, rescue teams needed! Urgent need for antibiotics and painkillers! We need tents and blankets, it's freezing!",0,0,0,1,1,0,1,0,1,0,0
24354,"No radio signals, emergency response affected! Hospitals need power backup immediately! No place to stay, sleeping outside in the cold! Airport shut down, supplies not reaching us!",1,1,0,0,0,0,0,0,1,1,0
24358,"Generators running out of fuel, shelters in darkness! We need canned food, baby formula, and clean drinking water! Our house was destroyed, need shelter urgently!",0,1,1,0,0,0,0,0,1,0,0
24363,"No way to evacuate, transport needed urgently! Hospitals need power backup immediately! Medical aid needed, many are injured!",0,1,0,0,1,0,0,0,0,1,0
24364,"No soap or clean water, people getting sick! Urgent need for antibiotics and painkillers! Floodwaters rising, we need evacuation now! Water supply cut off, no drinking water available!",0,0,0,0,1,0,1,1,0,0,1
24366,"Families with children need safe shelters! No radio signals, emergency response affected! Public buildings damaged, unsafe for use! Hygiene kits needed to prevent disease spread!",1,0,0,1,0,0,0,1,1,0,0
24367,"People are trapped, rescue teams needed! Roads blocked, can't transport food and aid! Generators running out of fuel, shelters in darkness! Families with children need safe shelters!",0,1,0,0,0,0,1,0,1,1,0
24368,"Urgent need for antibiotics and painkillers! Power lines down, no electricity in the area! Floodwaters rising, we need evacuation now! We need canned food, baby formula, and clean drinking water!",0,1,1,0,1,0,1,0,0,0,0
24370,"No power for days, need electricity restoration! Floodwaters contaminated our water supply, need purification! Our house was destroyed, need shelter urgently! A building collapsed, people are inside!",0,1,0,0,0,0,1,0,1,0,1
24372,"Elderly and disabled stuck, urgent rescue help required! Water supply cut off, no drinking water available! No soap or clean water, people getting sick! Families with children need safe shelters!",0,0,0,0,0,0,1,1,1,0,1
24373,"Our house was destroyed, need shelter urgently! Water pipelines broken, supply disrupted! Hospitals need power backup immediately! People with chronic illnesses need immediate medication!",0,1,0,1,1,0,0,0,1,0,0
24374,"Urgent: Clean water required for survival! People with chronic illnesses need immediate medication! Power lines down, no electricity in the area!",0,1,0,0,1,0,0,0,0,0,1
24376,"Running out of clean water, people are dehydrated! Helicopter rescue required, no way to escape! We have no food left, please send supplies!",0,0,1,0,0,0,1,0,0,0,1
24377,"Power lines down, no electricity in the area! People are trapped, rescue teams needed! Hygiene kits needed to prevent disease spread!",0,1,0,0,0,0,1,1,0,0,0
24380,"Power lines down, no electricity in the area! Floodwaters contaminated our water supply, need purification! Internet failure, can't reach authorities!",1,1,0,0,0,0,0,0,0,0,1
24383,"Lost contact with loved ones, any updates? Generators running out of fuel, shelters in darkness! No way to evacuate, transport needed urgently!",1,1,0,0,0,0,0,0,0,1,0
24387,"Hygiene kits needed to prevent disease spread! We have no food left, please send supplies! Need satellite phones for coordination!",1,0,1,0,0,0,0,1,0,0,0
24392,"Medical aid needed, many are injured! Evacuation centers are full, more shelter required! Elderly and disabled stuck, urgent rescue help required! Roads blocked, can't transport food and aid!",0,0,0,0,1,0,1,0,1,1,0
24393,"Airport shut down, supplies not reaching us! No toilets, sanitation crisis happening! No doctors or first aid available, please help! Buildings unstable, engineers needed for inspection!",0,0,0,1,1,0,0,1,0,1,0
24395,"Floodwaters contaminated our water supply, need purification! Generators running out of fuel, shelters in darkness! We need canned food, baby formula, and clean drinking water! Roads blocked, can't transport food and aid!",0,1,1,0,0,0,0,0,0,1,1
24396,"Airport shut down, supplies not reaching us! Sewage leaking, risk of outbreak! No place to stay, sleeping outside in the cold! Need satellite phones for coordination!",1,0,0,0,0,0,0,1,1,1,0
24399,"Running out of clean water, people are dehydrated! No toilets, sanitation crisis happening! Roads blocked, can't transport food and aid! Roads destroyed, blocking aid transport!",0,0,0,1,0,0,0,1,0,1,1
24400,"Water pipelines broken, supply disrupted! We have no food left, please send supplies! Power lines down, no electricity in the area! Airport shut down, supplies not reaching us!",0,1,1,1,0,0,0,0,0,1,0
24402,"Families are starving, emergency food needed! Urgent need for antibiotics and painkillers! Roads blocked, can't transport food and aid! Sewage leaking, risk of outbreak!",0,0,1,0,1,0,0,1,0,1,0
24403,"Food distribution center is empty, need immediate assistance! No way to evacuate, transport needed urgently! Public buildings damaged, unsafe for use! No soap or clean water, people getting sick!",0,0,1,1,0,0,0,1,0,1,0
24404,"Elderly and disabled stuck, urgent rescue help required! Families are starving, emergency food needed! Medical aid needed, many are injured! Floodwaters contaminated our water supply, need purification!",0,0,1,0,1,0,1,0,0,0,1
24405,"Bridge collapsed, need alternative routes! Hospital overcrowded, need more medical staff! Internet failure, can't reach authorities! Our house was destroyed, need shelter urgently!",1,0,0,0,1,0,0,0,1,1,0
24406,"Airport shut down, supplies not reaching us! Medical aid needed, many are injured! Sewage leaking, risk of outbreak!",0,0,0,0,1,0,0,1,0,1,0
24411,"We need bottled water and filtration kits! Floodwaters rising, we need evacuation now! No power for days, need electricity restoration!",0,1,0,0,0,0,1,0,0,0,1
24413,"No place to stay, sleeping outside in the cold! Emergency responders can't charge equipment, need electricity! No soap or clean water, people getting sick!",0,1,0,0,0,0,0,1,1,0,0
24417,"No place to stay, sleeping outside in the cold! Phone networks down, no way to call for help! A building collapsed, people are inside! Medical aid needed, many are injured!",1,0,0,0,1,0,1,0,1,0,0
24418,"Generators running out of fuel, shelters in darkness! Need satellite phones for coordination!",1,1,0,0,0,0,0,0,0,0,0
24419,"Urgent: Clean water required for survival! We need tents and blankets, it's freezing! Internet failure, can't reach authorities! We have no food left, please send supplies!",1,0,1,0,0,0,0,0,1,0,1
24421,"No way to evacuate, transport needed urgently! We need canned food, baby formula, and clean drinking water!",0,0,1,0,0,0,0,0,0,1,0
24422,"Families with children need safe shelters! Garbage piling up, need sanitation workers now! Roads blocked, can't transport food and aid!",0,0,0,0,0,0,0,1,1,1,0
24426,"Public buildings damaged, unsafe for use! Floodwaters rising, we need evacuation now! We need tents and blankets, it's freezing! Roads blocked, can't transport food and aid!",0,0,0,1,0,0,1,0,1,1,0
24427,"We have no food left, please send supplies! Bridges collapsed, can't access affected areas! People with chronic illnesses need immediate medication! Helicopter rescue required, no way to escape!",0,0,1,1,1,0,1,0,0,0,0
24429,"Running out of clean water, people are dehydrated! Ambulance stuck, need assistance clearing roads! People are trapped, rescue teams needed! Sewage leaking, risk of outbreak!",0,0,0,0,0,0,1,1,0,1,1
24431,"Hunger crisis here, send food packages urgently! Water pipelines broken, supply disrupted! Emergency responders can't charge equipment, need electricity! Phone networks down, no way to call for help!",1,1,1,1,0,0,0,0,0,0,0
24432,"Bridge collapsed, need alternative routes! Helicopter rescue required, no way to escape! Need satellite phones for coordination!",1,0,0,0,0,0,1,0,0,1,0
24433,"We need bottled water and filtration kits! No power for days, need electricity restoration! Our house was destroyed, need shelter urgently! A building collapsed, people are inside!",0,1,0,0,0,0,1,0,1,0,1
24434,"No place to stay, sleeping outside in the cold! People with chronic illnesses need immediate medication! Elderly and disabled stuck, urgent rescue help required! Emergency responders can't charge equipment, need electricity!",0,1,0,0,1,0,1,0,1,0,0
24435,"Food distribution center is empty, need immediate assistance! Floodwaters rising, we need evacuation now! No doctors or first aid available, please help!",0,0,1,0,1,0,1,0,0,0,0
24436,"Roads blocked, can't transport food and aid! Families are starving, emergency food needed! Urgent: Clean water required for survival! No power for days, need electricity restoration!",0,1,1,0,0,0,0,0,0,1,1
24438,"Airport shut down, supplies not reaching us! Floodwaters rising, we need evacuation now! People with chronic illnesses need immediate medication!",0,0,0,0,1,0,1,0,0,1,0
24441,"People with chronic illnesses need immediate medication! Floodwaters contaminated our water supply, need purification! Helicopter rescue required, no way to escape!",0,0,0,0,1,0,1,0,0,0,1
24444,"No power for days, need electricity restoration! Food distribution center is empty, need immediate assistance! No soap or clean water, people getting sick! No way to evacuate, transport needed urgently!",0,1,1,0,0,0,0,1,0,1,0
24445,"Hygiene kits needed to prevent disease spread! No way to evacuate, transport needed urgently! A building collapsed, people are inside!",0,0,0,0,0,0,1,1,0,1,0
24446,"Urgent: Clean water required for survival! Hospitals need power backup immediately! Bridge collapsed, need alternative routes! Water pipelines broken, supply disrupted!",0,1,0,1,0,0,0,0,0,1,1
24448,"No radio signals, emergency response affected! Garbage piling up, need sanitation workers now! No doctors or first aid available, please help!",1,0,0,0,1,0,0,1,0,0,0
24452,"Garbage piling up, need sanitation workers now! Families with children need safe shelters! Water supply cut off, no drinking water available!",0,0,0,0,0,0,0,1,1,0,1
24454,"Hygiene kits needed to prevent disease spread! Urgent: Clean water required for survival! No place to stay, sleeping outside in the cold!",0,0,0,0,0,0,0,1,1,0,1
24458,"Hygiene kits needed to prevent disease spread! Elderly and disabled stuck, urgent rescue help required! Water supply cut off, no drinking water available!",0,0,0,0,0,0,1,1,0,0,1
24461,"Hunger crisis here, send food packages urgently! No way to evacuate, transport needed urgently! Urgent: Clean water required for survival! Water pipelines broken, supply disrupted!",0,0,1,1,0,0,0,0,0,1,1
24462,"No doctors or first aid available, please help! Need satellite phones for coordination! Public buildings damaged, unsafe for use! Families with children need safe shelters!",1,0,0,1,1,0,0,0,1,0,0
24464,"Sewage leaking, risk of outbreak! Hospitals need power backup immediately! Internet failure, can't reach authorities! We need bottled water and filtration kits!",1,1,0,0,0,0,0,1,0,0,1
24465,"We have no food left, please send supplies! Airport shut down, supplies not reaching us! Lost contact with loved ones, any updates?",1,0,1,0,0,0,0,0,0,1,0
24466,"We need canned food, baby formula, and clean drinking water! Phone networks down, no way to call for help! Our house was destroyed, need shelter urgently!",1,0,1,0,0,0,0,0,1,0,0
24467,"Bridges collapsed, can't access affected areas! No radio signals, emergency response affected! Ambulance stuck, need assistance clearing roads! We have no food left, please send supplies!",1,0,1,1,0,0,0,0,0,1,0
24468,"Urgent need for antibiotics and painkillers! Generators running out of fuel, shelters in darkness! We need canned food, baby formula, and clean drinking water!",0,1,1,0,1,0,0,0,0,0,0
24469,"Buildings unstable, engineers needed for inspection! Families are starving, emergency food needed! No radio signals, emergency response affected! Ambulance stuck, need assistance clearing roads!",1,0,1,1,0,0,0,0,0,1,0
24470,"Generators running out of fuel, shelters in darkness! Hygiene kits needed to prevent disease spread! Bridge collapsed, need alternative routes! Medical aid needed, many are injured!",0,1,0,0,1,0,0,1,0,1,0
24476,"Need satellite phones for coordination! People are trapped, rescue teams needed! Water pipelines broken, supply disrupted!",1,0,0,1,0,0,1,0,0,0,0
24477,"Roads blocked, can't transport food and aid! Urgent need for antibiotics and painkillers! Families are starving, emergency food needed!",0,0,1,0,1,0,0,0,0,1,0
24479,"Hygiene kits needed to prevent disease spread! Elderly and disabled stuck, urgent rescue help required! Lost contact with loved ones, any updates?",1,0,0,0,0,0,1,1,0,0,0
24482,"Evacuation centers are full, more shelter required! Internet failure, can't reach authorities! Ambulance stuck, need assistance clearing roads! No doctors or first aid available, please help!",1,0,0,0,1,0,0,0,1,1,0
24483,"Sewage leaking, risk of outbreak! Water pipelines broken, supply disrupted! Hospital overcrowded, need more medical staff! Elderly and disabled stuck, urgent rescue help required!",0,0,0,1,1,0,1,1,0,0,0
24485,"Floodwaters contaminated our water supply, need purification! No doctors or first aid available, please help! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,0,0,0,0,1
24487,"Public buildings damaged, unsafe for use! No toilets, sanitation crisis happening! Medical aid needed, many are injured!",0,0,0,1,1,0,0,1,0,0,0
